image_id,Narrow_Eyes,Eyeglasses,High_Cheekbones,Rosy_Cheeks,Pointy_Nose,Big_Nose,Big_Lips,Pale_Skin,Oval_Face,Arched_Eyebrows,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
004744.jpg,0,1,1,0,0,1,0,0,0,0,69,111,107,112,94,134,69,152,109,152
004745.jpg,0,0,0,0,0,0,0,0,1,1,68,111,109,112,89,138,71,151,107,151
004747.jpg,0,0,0,0,1,0,0,0,0,0,69,111,107,111,82,136,73,153,105,152
004751.jpg,0,0,0,0,0,1,0,0,0,0,70,110,107,112,91,135,74,154,104,151
004769.jpg,0,0,0,0,0,1,0,0,0,1,69,111,107,111,88,132,72,152,106,153
004779.jpg,0,0,1,0,0,0,0,1,1,0,68,112,109,112,86,139,70,151,106,152
004783.jpg,0,0,1,0,0,0,0,0,1,1,68,112,109,112,95,135,66,151,110,151
004785.jpg,0,0,1,0,1,0,0,0,1,0,68,112,109,112,91,138,65,151,112,150
004787.jpg,1,0,0,0,0,1,0,0,0,0,70,111,107,111,83,131,70,152,106,152
004791.jpg,0,0,0,0,0,1,0,0,0,1,70,110,106,112,87,135,73,152,105,154
004793.jpg,0,0,0,0,1,0,1,0,0,0,70,110,106,111,77,137,76,152,102,154
004795.jpg,0,0,1,0,0,0,0,0,1,0,68,111,109,112,80,136,67,150,111,152
004796.jpg,0,1,0,0,0,0,0,0,0,0,70,110,106,112,79,136,76,151,103,155
004797.jpg,0,0,1,0,0,0,0,0,1,0,70,111,107,111,92,136,72,152,105,153
004800.jpg,1,1,0,0,0,1,0,0,0,0,70,111,107,111,84,136,73,153,104,152
004802.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,112,89,129,73,151,105,152
004803.jpg,0,0,0,0,1,1,1,0,0,0,70,110,106,111,96,135,75,154,103,153
004806.jpg,0,0,0,0,1,0,0,0,0,0,72,110,105,110,90,125,78,154,99,155
004807.jpg,0,0,1,0,0,0,0,0,1,0,67,113,110,112,85,133,67,149,109,150
004812.jpg,0,1,0,0,0,1,0,0,0,0,68,111,108,112,89,130,75,151,103,152
004814.jpg,1,0,1,0,0,1,0,0,0,0,69,111,108,111,83,139,70,151,107,153
004817.jpg,0,0,1,0,1,0,0,0,0,0,69,111,107,112,73,136,71,151,107,154
004828.jpg,0,0,0,0,1,0,0,0,0,1,70,111,107,111,86,132,73,153,104,152
004849.jpg,0,0,1,1,1,0,1,0,1,1,67,111,109,113,81,143,66,149,113,151
004859.jpg,0,0,1,1,1,0,0,0,1,0,68,111,108,112,79,140,68,149,110,154
004861.jpg,0,0,1,0,1,0,0,1,1,1,69,111,108,111,90,135,73,151,104,152
004873.jpg,1,0,1,0,0,1,0,0,0,0,70,111,107,111,87,141,67,153,110,152
004874.jpg,0,0,1,0,0,0,0,0,0,0,68,112,110,112,88,138,71,151,105,150
004898.jpg,0,0,1,0,1,0,0,0,1,0,68,111,108,112,88,139,67,151,111,152
004899.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,112,90,137,71,152,106,152
004903.jpg,0,0,0,0,0,1,1,0,0,0,72,111,106,109,86,126,72,154,103,153
004907.jpg,0,0,1,0,0,0,0,0,1,0,68,110,108,113,79,132,77,150,101,153
004913.jpg,0,0,1,1,0,0,1,0,0,1,70,112,108,111,99,136,68,153,108,152
004917.jpg,0,0,1,0,0,0,0,0,0,0,69,111,107,111,91,129,74,152,104,152
004928.jpg,1,0,0,0,0,0,1,0,0,1,72,112,106,109,75,129,78,154,96,154
004938.jpg,0,0,1,0,1,0,0,0,1,1,68,112,109,112,88,142,68,152,108,150
004948.jpg,0,0,1,0,1,0,0,0,0,0,69,112,108,111,83,138,69,151,107,152
004949.jpg,0,0,0,0,1,0,0,0,0,1,69,110,107,112,94,135,75,152,104,152
004959.jpg,0,0,1,0,0,0,0,0,0,0,69,113,109,110,95,140,65,152,109,151
004961.jpg,0,0,0,0,0,1,1,0,0,0,69,110,107,112,84,136,74,152,105,153
004965.jpg,0,0,0,0,1,0,0,0,0,0,69,112,108,111,86,136,67,150,109,154
004967.jpg,0,0,0,0,0,0,0,0,1,0,68,112,109,111,87,137,73,150,103,153
004973.jpg,1,0,1,0,0,1,0,0,0,0,69,111,108,112,80,138,71,150,106,153
004974.jpg,1,0,1,0,1,0,0,0,0,0,70,111,107,111,73,134,70,151,107,154
004977.jpg,0,0,0,0,0,0,0,0,0,1,69,112,109,111,92,132,71,152,105,151
004989.jpg,0,0,0,0,1,0,0,0,0,1,72,110,105,109,96,133,74,154,102,155
004999.jpg,0,0,1,0,0,1,0,0,0,0,69,112,108,111,76,133,70,151,107,153
005000.jpg,0,0,1,0,0,0,1,0,0,1,67,111,109,113,87,139,72,151,106,150
005003.jpg,0,1,1,0,0,0,0,0,0,0,70,111,107,111,82,134,72,152,104,152
005005.jpg,0,0,1,0,0,1,0,0,1,0,67,112,110,112,89,139,67,150,110,151
005011.jpg,0,0,0,0,1,0,0,0,1,1,68,112,109,111,94,137,70,151,106,151
005017.jpg,0,0,0,0,0,0,0,0,1,0,69,112,108,111,89,137,72,151,104,153
005038.jpg,0,0,1,0,0,0,0,0,1,0,68,112,109,112,90,134,72,152,105,150
005039.jpg,1,0,1,0,0,1,0,0,0,0,68,111,109,112,90,138,67,151,110,151
005048.jpg,0,0,0,0,1,0,0,0,1,1,69,112,108,111,89,131,72,152,105,151
005049.jpg,0,1,0,0,0,0,1,0,0,0,68,112,109,112,90,134,70,150,106,151
005058.jpg,0,0,1,0,0,0,0,0,1,1,67,113,110,112,88,132,67,149,109,150
005060.jpg,0,0,1,0,0,0,0,0,1,0,69,111,108,111,79,139,68,151,109,153
005061.jpg,0,0,1,1,0,0,1,0,0,1,68,111,108,112,89,132,72,152,105,151
005067.jpg,0,0,0,0,0,0,0,0,1,0,69,112,108,111,84,121,67,151,109,152
005072.jpg,1,0,0,0,1,0,1,0,0,0,73,111,105,108,101,135,76,158,98,153
005073.jpg,0,0,1,0,0,0,0,0,0,0,69,111,108,111,78,136,71,152,107,152
005075.jpg,0,0,1,1,0,0,1,0,0,1,69,110,107,112,79,138,71,151,108,154
005076.jpg,0,0,1,0,0,0,0,0,1,1,69,112,109,111,90,138,71,152,105,151
005099.jpg,0,0,1,0,0,0,0,0,0,1,68,112,109,112,89,138,72,150,105,153
005100.jpg,0,0,0,0,0,0,0,0,1,0,69,112,109,111,88,135,71,151,105,152
005107.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,110,79,133,71,153,105,152
005129.jpg,0,0,1,0,0,0,0,0,0,1,69,111,107,112,92,132,73,153,105,152
005138.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,111,89,133,76,153,102,152
005161.jpg,0,0,0,0,0,0,1,0,0,0,68,112,109,112,94,137,70,152,107,151
005162.jpg,0,0,0,0,1,1,0,0,0,0,70,111,107,110,85,132,73,153,103,153
005164.jpg,0,0,1,0,0,0,1,0,0,0,67,113,110,112,87,133,66,150,110,150
005165.jpg,0,1,1,0,1,1,0,0,0,0,70,111,107,110,88,136,72,153,104,152
005173.jpg,0,0,0,0,1,0,1,0,0,0,69,112,109,111,91,136,74,152,102,151
005175.jpg,0,0,1,0,0,1,0,0,1,0,68,112,109,112,91,144,70,151,107,150
005176.jpg,0,0,0,0,0,0,1,0,0,0,70,111,107,110,82,133,73,153,103,152
005189.jpg,1,0,1,0,1,0,1,0,0,1,69,112,108,111,81,135,71,152,105,152
005201.jpg,0,0,0,0,1,0,0,1,0,0,70,110,106,111,77,137,74,153,104,153
005202.jpg,0,0,1,0,1,0,0,0,1,0,67,114,111,111,90,143,63,150,112,149
005203.jpg,0,0,0,0,0,0,0,0,1,0,70,111,107,111,87,134,74,154,103,152
005204.jpg,0,0,1,0,1,0,1,0,0,1,68,111,108,113,82,137,69,150,110,152
005205.jpg,0,0,1,0,0,0,1,0,1,0,69,111,108,112,89,138,67,151,110,152
005207.jpg,1,0,0,0,0,0,0,0,0,0,74,107,102,110,110,121,76,153,103,161
005215.jpg,0,0,0,0,0,0,0,0,0,1,68,111,108,112,89,129,74,151,103,152
005216.jpg,1,0,0,0,0,1,0,0,0,0,69,111,108,112,90,137,72,151,106,153
005217.jpg,0,0,1,0,0,0,0,0,0,0,70,110,107,112,94,131,73,151,105,154
005238.jpg,0,0,0,0,0,1,0,0,0,0,73,108,103,111,104,130,76,158,103,153
005239.jpg,0,1,0,0,0,0,0,0,0,0,73,111,105,108,80,124,76,159,98,151
005248.jpg,0,0,1,0,0,0,1,0,0,1,67,110,108,114,83,132,72,150,108,152
005249.jpg,0,0,1,0,0,1,0,0,0,0,69,110,107,112,81,137,71,153,108,151
005260.jpg,0,1,0,0,0,0,0,0,0,0,66,111,110,114,86,134,72,151,107,148
005261.jpg,0,0,0,0,1,0,0,0,1,1,70,111,107,111,90,138,73,153,104,153
005262.jpg,0,0,0,0,1,0,0,0,0,0,70,111,106,111,90,134,74,153,103,153
005270.jpg,0,0,1,0,0,0,0,0,0,1,69,111,108,112,91,133,69,152,108,151
005274.jpg,0,0,1,0,0,0,1,0,0,1,69,111,108,111,88,137,70,152,107,152
005275.jpg,0,0,1,0,0,0,0,0,0,0,70,110,107,111,95,130,72,153,105,153
005288.jpg,0,0,1,0,0,0,1,0,0,1,68,112,109,112,88,133,72,150,105,152
005301.jpg,0,0,1,0,1,1,1,0,0,1,67,112,110,112,92,141,66,151,111,150
005305.jpg,0,0,1,0,0,0,0,0,1,0,69,111,108,111,80,139,69,152,108,152
005306.jpg,0,0,1,0,0,0,0,0,1,1,69,110,107,112,99,130,74,152,104,153
005311.jpg,0,0,1,0,0,1,0,0,0,0,71,112,107,110,98,138,73,155,102,151
005316.jpg,1,0,0,0,0,0,0,0,0,0,70,111,107,110,88,140,72,154,104,152
005317.jpg,0,0,0,0,0,0,1,1,0,0,70,110,107,112,88,136,73,152,106,153
005328.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,111,89,139,67,152,109,153
005329.jpg,0,0,1,0,0,0,0,0,0,0,69,112,109,111,92,135,67,152,110,151
005339.jpg,0,0,1,0,0,1,0,0,1,0,68,112,109,112,96,139,67,151,110,150
005349.jpg,0,0,1,0,0,1,0,0,0,0,68,112,109,111,89,139,73,152,104,150
005359.jpg,0,1,0,0,0,1,0,0,0,0,70,111,107,111,86,136,72,153,104,152
005361.jpg,0,0,1,0,1,1,0,0,0,0,68,112,109,111,81,142,68,150,109,152
005362.jpg,0,0,0,0,0,1,0,0,0,0,69,111,108,111,90,141,69,151,108,152
005365.jpg,0,0,0,0,0,0,0,0,0,1,70,111,107,110,79,134,73,152,103,153
005371.jpg,0,0,0,0,0,0,0,1,0,1,68,111,109,112,94,130,70,151,108,151
005374.jpg,0,0,0,0,0,0,0,0,1,1,68,112,110,112,88,130,70,150,107,151
005375.jpg,0,0,1,0,0,0,0,0,1,1,68,112,109,112,93,134,69,152,107,151
005376.jpg,0,0,1,0,0,0,0,0,0,0,68,110,108,113,81,138,68,151,111,152
005377.jpg,0,1,1,0,1,0,0,0,0,0,69,111,108,112,79,136,70,151,107,152
005388.jpg,0,0,0,0,0,1,0,0,0,0,69,111,107,112,82,136,70,152,108,153
005402.jpg,1,0,0,0,0,1,0,0,0,0,70,110,107,111,90,132,72,152,106,154
005403.jpg,0,0,0,0,0,1,0,0,0,0,69,112,109,111,88,138,71,152,104,151
005406.jpg,0,0,0,0,0,0,0,0,0,1,70,111,107,111,91,133,75,152,103,153
005407.jpg,1,0,0,0,0,0,0,0,1,0,66,112,110,113,88,118,65,150,113,149
005410.jpg,1,0,1,0,0,0,0,0,0,0,68,111,109,112,83,139,67,150,110,151
005412.jpg,0,0,0,0,1,0,0,0,0,1,69,111,108,111,89,135,73,152,103,152
005413.jpg,0,0,0,0,1,0,1,0,0,0,70,110,107,112,83,135,75,152,103,154
005414.jpg,0,1,0,0,0,0,0,0,0,0,70,111,107,111,93,132,72,152,105,153
005416.jpg,0,0,1,0,0,1,1,0,0,0,68,112,109,112,90,134,70,152,107,151
005417.jpg,0,0,0,0,1,0,0,0,0,1,69,112,108,111,86,132,72,151,105,153
005448.jpg,0,0,1,0,0,0,0,0,1,1,68,111,109,112,90,141,71,150,107,152
005459.jpg,0,0,1,0,1,0,0,0,0,0,69,112,108,111,86,140,69,150,108,153
005462.jpg,0,0,1,0,0,1,1,0,1,1,69,112,109,111,94,137,67,152,109,151
005463.jpg,0,0,0,0,1,0,1,0,0,0,74,110,104,109,77,132,74,157,102,155
005465.jpg,0,0,0,0,1,0,0,0,0,0,70,112,108,111,94,136,73,153,103,152
005467.jpg,0,0,0,0,1,0,0,0,0,0,71,111,106,110,91,136,75,154,101,154
005470.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,111,90,131,72,154,105,152
005471.jpg,0,1,0,0,1,0,0,0,0,0,70,111,107,111,94,133,71,152,106,153
005473.jpg,0,0,1,0,0,0,0,0,0,1,69,112,108,111,85,137,73,150,104,154
005474.jpg,0,0,0,0,0,1,1,0,0,0,72,111,106,110,84,138,74,154,102,154
005488.jpg,0,0,0,0,0,1,1,0,0,0,70,111,107,111,87,125,71,154,106,152
005489.jpg,1,1,0,0,0,1,0,0,0,0,71,110,106,111,85,136,76,154,101,154
005499.jpg,0,0,1,0,0,0,0,0,1,0,69,111,108,111,92,131,70,152,107,152
005502.jpg,0,1,0,0,0,0,0,0,0,0,71,112,107,110,96,129,73,154,102,152
005504.jpg,0,0,1,0,1,1,0,0,0,1,67,112,110,112,87,138,67,150,109,151
005506.jpg,0,0,1,0,1,0,0,0,1,0,70,111,107,111,77,138,72,152,105,153
005512.jpg,0,0,1,1,0,0,0,0,1,1,68,112,109,112,84,135,66,150,111,151
005528.jpg,1,0,0,0,1,1,0,0,0,0,70,111,108,111,85,133,73,152,104,152
005538.jpg,0,0,1,0,0,0,0,0,0,0,68,111,108,112,84,131,73,151,104,151
005539.jpg,0,0,0,0,0,1,0,0,0,0,69,112,108,111,89,139,72,152,104,152
005549.jpg,0,0,0,0,1,0,1,0,0,0,70,110,107,112,95,128,75,152,103,153
005558.jpg,0,0,1,0,1,0,0,0,0,1,70,110,106,112,80,139,72,153,106,153
005559.jpg,0,0,1,0,1,0,1,0,0,0,68,112,109,112,92,140,70,151,107,151
005560.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,112,93,132,72,152,106,152
005561.jpg,0,0,1,0,0,0,1,0,1,1,66,112,110,113,89,140,67,150,110,149
005563.jpg,0,0,1,0,0,0,0,0,0,1,68,112,109,112,92,139,65,152,111,150
005565.jpg,0,0,1,1,1,0,1,0,1,1,68,112,109,112,88,141,66,151,111,151
005570.jpg,0,0,1,0,0,0,1,0,0,1,68,111,109,112,75,138,68,150,110,152
005571.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,110,98,135,74,153,102,152
005573.jpg,0,0,1,0,0,0,0,0,1,0,70,110,107,111,79,138,73,152,105,154
005574.jpg,0,0,1,0,0,0,0,0,0,0,68,113,110,111,97,139,66,151,110,150
005589.jpg,0,0,0,0,0,0,1,0,0,0,71,110,106,111,96,133,74,153,103,154
005598.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,111,91,133,75,152,102,152
005602.jpg,0,0,0,0,0,0,0,0,1,0,68,112,109,111,86,140,72,152,104,151
005603.jpg,0,1,0,0,0,0,0,0,1,0,70,112,107,110,90,138,70,152,105,154
005604.jpg,0,0,1,0,0,0,0,0,1,0,69,112,109,111,93,135,70,152,106,151
005607.jpg,0,0,1,1,1,0,0,0,1,1,67,112,110,112,88,140,68,150,109,151
005610.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,111,83,135,76,153,101,153
005613.jpg,0,0,0,1,1,0,1,0,0,1,68,112,109,112,87,129,75,151,101,151
005615.jpg,0,0,0,0,0,0,1,0,1,1,70,112,108,111,81,136,72,153,104,152
005616.jpg,0,1,0,0,1,0,0,0,0,0,70,110,106,111,80,133,79,154,99,152
005617.jpg,0,0,0,0,0,1,0,0,0,0,70,112,108,111,86,135,71,153,105,152
005648.jpg,0,0,0,0,1,1,0,0,0,0,69,112,108,111,91,136,71,152,106,152
005662.jpg,0,0,1,1,1,1,0,0,0,1,67,112,110,113,84,140,68,149,109,151
005664.jpg,0,0,0,0,1,0,1,0,0,0,70,111,107,111,79,139,74,151,104,154
005666.jpg,0,0,0,0,0,1,0,0,0,0,67,113,110,112,91,137,66,151,110,149
005670.jpg,0,0,1,0,0,0,1,0,0,1,68,112,109,112,94,140,67,151,111,150
005701.jpg,0,0,1,0,0,0,0,0,0,0,70,112,107,110,86,132,70,151,105,154
005704.jpg,0,1,0,0,0,1,0,0,0,0,67,110,108,113,85,138,74,151,105,151
005705.jpg,0,0,1,0,0,0,0,0,0,0,67,112,110,112,89,136,67,150,111,150
005706.jpg,0,0,1,0,0,0,0,1,0,1,69,112,108,111,91,138,69,152,107,151
005707.jpg,0,0,1,1,1,1,1,0,1,1,68,111,108,112,91,136,69,151,109,152
005710.jpg,0,0,0,0,0,0,0,1,0,0,70,110,106,111,91,133,75,153,103,153
005713.jpg,0,0,1,0,1,0,0,0,1,1,69,111,108,112,85,138,68,153,110,151
005714.jpg,0,0,1,0,0,0,0,0,1,0,70,111,107,111,89,135,72,152,105,154
005729.jpg,0,0,1,0,0,1,0,0,0,0,70,111,107,111,82,137,70,153,107,152
005748.jpg,0,0,1,0,1,0,0,0,0,0,69,112,108,112,83,136,69,151,108,151
005749.jpg,0,0,0,0,0,1,0,0,0,0,70,110,106,111,82,134,76,151,102,155
005763.jpg,1,0,1,0,0,1,0,0,0,0,68,111,109,112,83,141,68,150,110,152
005765.jpg,0,0,0,0,1,0,0,0,1,1,69,112,108,112,87,136,72,152,105,151
005766.jpg,0,1,1,0,0,0,0,0,1,0,67,113,110,112,88,138,67,150,109,150
005771.jpg,0,0,0,0,0,0,0,0,1,0,69,111,107,111,89,135,73,152,104,152
005772.jpg,0,0,1,0,0,0,0,0,1,0,67,112,110,113,90,138,67,150,111,151
005775.jpg,0,0,1,0,0,0,0,0,1,0,68,112,109,111,93,140,65,151,111,151
005777.jpg,0,0,1,0,0,1,0,0,1,0,68,111,109,112,87,133,66,151,112,151
005788.jpg,0,0,1,0,0,0,0,0,0,1,70,111,107,111,79,130,70,152,106,153
005799.jpg,0,0,0,0,0,1,0,0,0,0,71,110,106,111,95,133,72,153,106,154
005809.jpg,0,0,1,0,0,0,0,0,0,1,69,112,109,111,86,137,67,151,108,151
005818.jpg,0,0,0,0,1,0,0,0,0,1,72,110,105,110,79,134,77,154,99,155
005819.jpg,0,0,0,0,0,1,1,0,0,0,72,112,106,109,102,135,71,156,102,152
005825.jpg,0,0,1,0,0,0,0,0,1,0,70,111,107,111,90,136,69,152,108,153
005826.jpg,0,0,1,0,0,0,0,0,1,0,67,112,109,112,83,135,65,150,113,151
005830.jpg,0,1,1,0,0,0,0,0,1,0,68,112,109,112,86,137,67,151,110,151
005831.jpg,0,0,1,0,1,0,0,0,1,0,68,112,109,111,88,142,71,152,106,150
005832.jpg,0,0,1,0,0,0,0,0,1,1,68,111,108,112,89,130,73,151,104,152
005833.jpg,0,0,0,0,0,0,0,0,1,0,71,110,106,111,88,128,74,154,103,154
005834.jpg,1,0,0,0,0,0,0,0,0,0,69,111,108,112,84,133,71,152,106,151
005843.jpg,0,0,0,0,0,0,1,0,0,0,69,111,108,112,88,129,74,152,105,152
005846.jpg,0,1,1,0,0,1,1,0,0,0,67,112,110,112,88,129,66,149,111,151
005852.jpg,1,0,0,0,1,0,0,0,0,0,70,111,107,111,93,127,76,152,102,152
005855.jpg,0,0,1,1,1,0,0,0,1,0,66,112,111,113,87,138,68,149,109,150
005857.jpg,0,0,0,0,0,0,1,0,0,0,77,106,98,108,106,135,79,160,100,160
005868.jpg,0,0,0,0,1,0,1,0,0,0,70,112,107,110,82,136,72,153,104,152
005886.jpg,0,0,0,0,0,0,0,0,1,1,69,111,108,112,90,130,74,152,104,152
005897.jpg,0,0,0,0,1,0,0,0,0,0,70,110,106,112,84,137,73,152,106,154
005909.jpg,0,0,1,0,0,0,0,0,0,0,71,112,107,109,98,134,67,152,107,154
005919.jpg,0,0,1,0,0,0,1,0,0,0,69,112,108,111,84,138,68,150,109,153
005925.jpg,0,0,1,0,0,1,0,0,0,0,71,112,108,109,96,135,69,153,105,153
005927.jpg,0,1,0,0,0,0,0,0,1,0,70,111,107,111,87,132,76,153,100,153
005933.jpg,0,0,1,0,1,0,0,0,1,0,69,112,108,111,91,134,70,152,107,152
005936.jpg,0,0,1,0,0,0,0,0,0,1,68,112,109,112,79,135,70,150,106,152
005941.jpg,0,0,1,0,0,1,1,0,0,1,68,112,109,111,91,132,68,151,109,151
005942.jpg,0,0,0,0,0,0,0,0,1,0,68,112,109,112,93,131,73,151,104,151
005944.jpg,0,0,0,0,0,0,1,0,0,1,70,111,107,111,89,135,73,152,104,152
005950.jpg,0,0,1,0,1,0,0,0,1,0,69,112,109,111,88,138,70,151,106,152
005956.jpg,0,0,0,0,0,1,0,0,1,0,69,110,107,112,83,138,73,153,105,152
005978.jpg,0,0,0,0,1,0,0,0,0,1,70,109,106,112,83,137,71,153,109,154
005986.jpg,1,0,0,0,0,0,0,0,0,0,69,113,109,110,93,142,68,152,106,150
005990.jpg,0,0,1,0,0,0,1,0,0,1,68,112,109,112,92,136,72,152,105,150
005991.jpg,0,0,0,1,0,0,0,0,1,0,70,111,108,111,87,134,69,152,107,153
005993.jpg,0,0,0,0,1,0,0,0,0,0,71,110,106,111,84,133,74,153,104,154
006019.jpg,0,0,1,0,0,0,0,0,0,1,70,112,108,110,104,134,67,156,108,149
006021.jpg,0,0,1,0,0,0,0,0,0,0,70,111,107,111,85,134,70,153,107,153
006025.jpg,0,0,1,1,1,1,1,0,0,1,69,111,108,112,91,133,68,151,110,153
006026.jpg,0,0,0,0,1,0,0,0,0,0,71,111,106,110,79,133,76,154,100,154
006027.jpg,0,0,0,0,0,0,1,0,1,0,69,111,108,112,82,138,71,151,107,152
006030.jpg,0,0,1,1,1,0,0,0,0,1,68,111,108,112,88,141,67,151,111,151
006031.jpg,1,0,1,0,0,0,1,0,0,1,71,110,106,110,78,131,71,153,106,155
006032.jpg,0,0,0,0,0,0,1,0,0,0,70,109,106,112,80,139,75,151,104,155
006033.jpg,0,0,1,0,1,0,0,0,1,1,70,112,108,110,97,137,70,154,105,151
006040.jpg,0,0,1,0,0,0,0,0,0,0,67,112,109,112,87,138,72,149,106,152
006041.jpg,1,0,1,0,1,1,0,0,0,0,69,112,108,111,92,139,68,151,108,152
006042.jpg,0,0,1,0,0,0,0,0,1,1,67,112,110,112,88,137,67,150,110,151
006043.jpg,0,1,0,0,0,0,0,0,1,0,70,110,107,111,91,131,72,153,106,153
006044.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,112,88,137,74,152,103,151
006050.jpg,0,0,0,0,0,0,0,1,0,0,70,111,107,111,90,133,71,152,105,153
006051.jpg,0,0,1,1,1,0,0,0,0,1,68,112,109,112,90,139,66,151,111,151
006054.jpg,0,0,0,0,0,0,0,0,1,0,71,111,107,110,93,138,72,153,105,153
006055.jpg,0,1,0,0,0,1,0,0,0,0,68,111,109,112,83,134,73,151,104,151
006056.jpg,0,0,0,0,0,0,0,1,0,0,70,111,107,111,90,135,76,153,101,153
006057.jpg,0,0,1,0,0,0,0,0,1,1,67,113,110,112,94,139,65,152,111,148
006078.jpg,0,0,1,1,0,0,0,0,0,0,69,111,108,111,86,132,72,152,105,152
006080.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,111,86,135,73,152,103,152
006081.jpg,0,0,0,0,0,0,0,0,1,0,69,111,108,112,92,135,73,152,105,152
006087.jpg,0,0,0,0,1,0,0,0,0,0,69,112,109,111,83,138,69,151,107,152
006092.jpg,0,0,0,0,0,1,0,0,0,0,70,111,107,111,96,135,70,152,106,153
006093.jpg,0,0,0,0,1,0,0,0,0,0,71,112,108,109,78,135,73,153,102,153
006094.jpg,0,0,0,0,0,1,0,0,0,0,72,110,105,110,102,134,73,154,104,155
006096.jpg,0,0,0,0,1,0,0,0,0,0,70,112,108,111,85,125,73,152,103,153
006109.jpg,0,0,0,0,1,0,0,1,1,1,68,112,109,112,91,139,75,151,102,151
006122.jpg,0,0,1,0,0,0,0,0,0,0,69,111,107,111,80,137,67,151,111,154
006126.jpg,0,0,0,0,0,1,0,0,0,1,69,111,108,112,90,141,72,152,106,151
006127.jpg,0,0,1,0,0,0,0,0,1,0,67,112,110,112,87,141,69,150,107,150
006132.jpg,0,0,1,0,0,0,1,0,0,1,69,111,108,111,92,135,70,152,107,151
006133.jpg,0,1,1,0,0,1,1,0,0,0,67,113,111,112,91,132,63,149,113,150
006135.jpg,1,0,0,0,1,1,0,1,0,0,70,111,107,111,85,139,72,153,105,153
006141.jpg,0,0,0,0,0,1,0,0,0,0,68,112,109,112,86,142,72,151,104,151
006142.jpg,0,0,0,0,0,0,0,0,0,1,69,111,108,111,82,137,75,152,102,152
006146.jpg,0,0,0,0,0,0,1,0,0,1,68,112,109,112,89,137,72,151,105,151
006147.jpg,0,0,1,0,0,0,0,0,1,0,70,111,107,111,93,132,70,152,106,153
006150.jpg,0,1,0,0,0,0,0,0,0,0,69,113,110,110,98,132,71,151,103,151
006153.jpg,0,0,0,0,0,0,0,0,0,1,69,111,108,111,89,136,71,152,106,152
006156.jpg,0,0,0,0,1,0,1,0,0,1,70,110,107,112,76,136,73,153,105,153
006169.jpg,0,0,0,0,0,0,0,0,0,1,69,111,108,111,94,140,71,152,106,151
006178.jpg,0,0,0,0,1,0,0,0,0,0,72,110,105,110,96,141,76,154,101,155
006179.jpg,0,0,1,0,0,0,0,0,1,1,69,110,108,112,85,137,68,151,111,152
006181.jpg,0,0,1,0,0,0,0,0,1,0,67,113,110,112,90,135,65,150,111,149
006186.jpg,0,0,0,0,0,1,0,0,1,0,68,111,108,112,90,134,71,152,106,151
006190.jpg,0,0,0,0,0,0,0,0,1,1,68,110,108,113,93,135,75,151,103,152
006192.jpg,0,0,1,1,0,1,0,0,0,1,67,112,109,112,83,140,70,150,108,151
006193.jpg,0,0,1,0,0,0,0,0,0,1,67,112,110,112,88,139,68,151,108,150
006208.jpg,0,0,0,0,0,1,0,0,0,0,71,112,108,110,83,121,74,154,101,152
006209.jpg,0,0,1,0,1,0,0,0,1,0,70,113,108,110,101,138,66,153,108,151
006220.jpg,1,0,1,0,0,0,0,0,1,0,67,112,110,112,84,131,67,151,110,150
006227.jpg,0,0,1,0,0,1,0,0,0,1,68,112,109,112,86,133,67,149,109,152
006233.jpg,0,0,0,0,0,0,0,1,0,1,69,111,108,111,86,134,76,152,101,151
006234.jpg,0,0,1,0,0,1,0,0,1,0,68,111,108,112,98,134,68,151,110,152
006241.jpg,0,0,0,0,1,0,0,0,0,0,70,111,107,111,87,138,72,152,105,153
006243.jpg,0,0,1,0,0,0,0,0,0,0,69,111,108,112,88,140,70,152,108,151
006254.jpg,1,0,0,0,0,0,0,0,0,0,73,111,105,108,102,135,76,157,99,153
006257.jpg,0,0,1,0,0,0,0,0,0,0,67,112,110,113,85,133,66,149,112,151
006280.jpg,0,0,0,0,1,0,0,1,0,1,70,111,107,111,88,137,75,153,101,153
006281.jpg,0,0,0,0,0,0,0,0,0,1,70,110,107,112,84,135,72,151,106,154
006287.jpg,1,0,0,0,0,0,0,0,0,0,71,111,107,110,87,129,75,152,101,154
006290.jpg,0,0,0,0,0,0,0,0,1,1,70,112,107,110,84,136,73,153,103,152
006293.jpg,1,0,1,0,0,1,1,0,0,1,63,113,113,115,88,139,65,146,113,148
006295.jpg,0,0,1,0,1,0,0,0,1,0,72,110,105,110,105,132,74,155,103,155
